CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,Churned
13731.0,160,2,610.59,2,2,3,223,At Risk,0
13732.0,30,1,491.86,4,1,3,413,Potential Loyalist,0
13735.0,26,4,2885.2400000000002,4,4,5,445,Loyal,0
13736.0,243,2,731.9,1,2,3,123,At Risk,1
13737.0,202,1,339.59999999999997,1,1,2,112,At Risk,1
13739.0,20,1,216.9,4,1,1,411,Potential Loyalist,0
13740.0,242,1,350.75,1,1,2,112,At Risk,1
13741.0,73,3,668.4300000000001,3,3,3,333,Potential Loyalist,0
13742.0,18,12,3131.02,5,5,5,555,Champions,0
13743.0,2,7,1341.6,5,5,4,554,Champions,0
13744.0,216,2,1156.36,1,2,4,124,At Risk,1
13745.0,164,1,300.04,2,1,2,212,At Risk,0
13747.0,698,1,79.6,1,1,1,111,At Risk,1
13748.0,160,5,948.25,2,4,4,244,At Risk,0
13750.0,55,5,1647.26,3,4,4,344,Potential Loyalist,0
13751.0,290,1,296.25,1,1,2,112,At Risk,1
13752.0,97,6,1186.28,2,5,4,254,At Risk,0
13753.0,289,1,741.26,1,1,3,113,At Risk,1
13754.0,34,2,282.59999999999997,4,2,2,422,Potential Loyalist,0
13755.0,11,9,2161.35,5,5,5,555,Champions,0
13756.0,24,14,5189.52,4,5,5,455,Loyal,0
13758.0,13,7,3190.55,5,5,5,555,Champions,0
13759.0,73,2,659.4100000000001,3,2,3,323,Potential Loyalist,0
13760.0,56,2,286.79,3,2,2,322,Potential Loyalist,0
13761.0,52,2,1070.65,3,2,4,324,Potential Loyalist,0
13762.0,220,1,306.72,1,1,2,112,At Risk,1
13763.0,154,1,1714.96,2,1,4,214,At Risk,0
13764.0,72,3,1521.76,3,3,4,334,Potential Loyalist,0
13767.0,27,37,17220.36,4,5,5,455,Loyal,0
13769.0,94,10,2796.51,2,5,5,255,At Risk,0
13771.0,184,4,2634.45,2,4,5,245,At Risk,1
13772.0,183,3,1132.13,2,3,4,234,At Risk,1
13774.0,83,1,345.0,3,1,2,312,Potential Loyalist,0
13777.0,26,33,25977.16,4,5,5,455,Loyal,0
13778.0,105,1,178.7,2,1,1,211,At Risk,0
13780.0,172,2,360.01,2,2,2,222,At Risk,0
13781.0,282,1,127.84,1,1,1,111,At Risk,1
13782.0,14,6,912.0,5,5,3,553,Loyal,0
13784.0,11,11,2462.79,5,5,5,555,Champions,0
13786.0,517,1,230.39999999999998,1,1,1,111,At Risk,1
13787.0,77,2,309.04,3,2,2,322,Potential Loyalist,0
13790.0,213,1,348.8,1,1,2,112,At Risk,1
13791.0,170,2,1516.0,2,2,4,224,At Risk,0
13792.0,245,2,195.55,1,2,1,121,At Risk,1
13798.0,2,57,37153.85,5,5,5,555,Champions,0
13799.0,118,2,688.86,2,2,3,223,At Risk,0
13800.0,284,1,558.32,1,1,3,113,At Risk,1
13801.0,245,1,324.8,1,1,2,112,At Risk,1
13802.0,140,3,4599.42,2,3,5,235,At Risk,0
13803.0,257,1,277.07,1,1,2,112,At Risk,1
13804.0,80,7,2635.79,3,5,5,355,Potential Loyalist,0
13805.0,54,2,924.6,3,2,3,323,Potential Loyalist,0
13806.0,154,1,256.38,2,1,2,212,At Risk,0
13807.0,517,1,112.6,1,1,1,111,At Risk,1
13808.0,48,5,1747.66,3,4,4,344,Potential Loyalist,0
13809.0,162,1,155.05,2,1,1,211,At Risk,0
13810.0,30,3,1499.01,4,3,4,434,Loyal,0
13811.0,96,3,814.5,2,3,3,233,At Risk,0
13812.0,44,3,539.0,4,3,3,433,Loyal,0
13813.0,32,4,1366.8600000000001,4,4,4,444,Loyal,0
13814.0,124,2,1579.12,2,2,4,224,At Risk,0
13815.0,24,4,4027.36,4,4,5,445,Loyal,0
13816.0,25,2,571.6700000000001,4,2,3,423,Potential Loyalist,0
13817.0,60,2,382.98,3,2,2,322,Potential Loyalist,0
13819.0,39,3,1140.35,4,3,4,434,Loyal,0
13821.0,146,2,385.64,2,2,2,222,At Risk,0
13822.0,42,2,632.0,4,2,3,423,Potential Loyalist,0
13823.0,20,2,957.66,4,2,4,424,Potential Loyalist,0
13824.0,7,5,1698.94,5,4,4,544,Loyal,0
13826.0,178,1,189.5,2,1,1,211,At Risk,0
13827.0,59,3,412.05,3,3,2,332,Potential Loyalist,0
13828.0,24,1,209.49,4,1,1,411,Potential Loyalist,0
13831.0,18,6,2202.99,5,5,5,555,Champions,0
13832.0,21,1,52.199999999999996,4,1,1,411,Potential Loyalist,0
13833.0,279,1,384.8,1,1,2,112,At Risk,1
13835.0,27,4,834.57,4,4,3,443,Loyal,0
13837.0,6,2,271.24,5,2,2,522,Potential Loyalist,0
13838.0,119,4,691.73,2,4,3,243,At Risk,0
13841.0,341,1,85.0,1,1,1,111,At Risk,1
13842.0,1,9,3385.62,5,5,5,555,Champions,0
13844.0,13,1,361.62,5,1,2,512,Potential Loyalist,0
13845.0,184,1,312.98,2,1,2,212,At Risk,1
13846.0,26,3,865.0600000000001,4,3,3,433,Loyal,0
13848.0,124,3,1255.0,2,3,4,234,At Risk,0
13849.0,53,2,1537.95,3,2,4,324,Potential Loyalist,0
13850.0,306,1,1595.48,1,1,4,114,At Risk,1
13851.0,216,3,2651.46,1,3,5,135,At Risk,1
13853.0,59,1,1090.14,3,1,4,314,Potential Loyalist,0
13854.0,2,25,8109.5199999999995,5,5,5,555,Champions,0
13856.0,96,3,388.5,2,3,2,232,At Risk,0
13858.0,59,1,216.17,3,1,1,311,Potential Loyalist,0
13859.0,328,1,201.16,1,1,1,111,At Risk,1
13860.0,16,5,1245.9,5,4,4,544,Loyal,0
13862.0,20,8,2209.36,4,5,5,455,Loyal,0
13863.0,190,1,305.78,1,1,2,112,At Risk,1
13865.0,1,4,501.56,5,4,3,543,Loyal,0
13866.0,76,1,145.67000000000002,3,1,1,311,Potential Loyalist,0
13867.0,76,3,1015.29,3,3,4,334,Potential Loyalist,0
13868.0,302,2,3192.54,1,2,5,125,At Risk,1
13869.0,125,4,3104.95,2,4,5,245,At Risk,0
13870.0,42,8,2770.94,4,5,5,455,Loyal,0
13871.0,24,13,6403.25,4,5,5,455,Loyal,0
13873.0,3,3,389.6,5,3,2,532,Loyal,0
13874.0,359,1,540.45,1,1,3,113,At Risk,1
13875.0,39,5,1786.79,4,4,4,444,Loyal,0
13876.0,154,1,122.7,2,1,1,211,At Risk,0
13877.0,88,1,117.24,3,1,1,311,Potential Loyalist,0
13878.0,56,1,1281.53,3,1,4,314,Potential Loyalist,0
13880.0,23,13,3219.77,4,5,5,455,Loyal,0
13881.0,13,20,17159.52,5,5,5,555,Champions,0
13882.0,13,5,1191.13,5,4,4,544,Loyal,0
13883.0,12,5,2674.48,5,4,5,545,Champions,0
13884.0,32,5,787.6,4,4,3,443,Loyal,0
13885.0,202,2,506.8,1,2,3,123,At Risk,1
13886.0,73,1,243.56,3,1,1,311,Potential Loyalist,0
13887.0,205,1,349.55,1,1,2,112,At Risk,1
13888.0,3,2,605.63,5,2,3,523,Potential Loyalist,0
13889.0,124,1,416.90000000000003,2,1,2,212,At Risk,0
13890.0,24,10,1883.8100000000002,4,5,4,454,Loyal,0
13892.0,28,4,632.97,4,4,3,443,Loyal,0
13893.0,299,1,821.1,1,1,3,113,At Risk,1
13894.0,25,3,564.62,4,3,3,433,Loyal,0
13895.0,30,4,2593.07,4,4,5,445,Loyal,0
13897.0,52,1,311.16,3,1,2,312,Potential Loyalist,0
13898.0,327,1,155.93,1,1,1,111,At Risk,1
13899.0,18,2,388.52,5,2,2,522,Potential Loyalist,0
13900.0,95,3,740.95,2,3,3,233,At Risk,0
13901.0,74,5,2867.2,3,4,5,345,Potential Loyalist,0
13904.0,296,2,332.64,1,2,2,122,At Risk,1
13908.0,81,4,2369.55,3,4,5,345,Potential Loyalist,0
13911.0,59,9,2580.91,3,5,5,355,Potential Loyalist,0
13914.0,13,2,626.45,5,2,3,523,Potential Loyalist,0
13917.0,51,2,272.04,3,2,2,322,Potential Loyalist,0
13918.0,51,2,1212.8400000000001,3,2,4,324,Potential Loyalist,0
13919.0,31,2,384.81,4,2,2,422,Potential Loyalist,0
13922.0,353,1,172.25,1,1,1,111,At Risk,1
13923.0,55,1,351.13,3,1,2,312,Potential Loyalist,0
13924.0,19,6,1838.8500000000001,5,5,4,554,Champions,0
13925.0,64,4,678.25,3,4,3,343,Potential Loyalist,0
13926.0,25,1,223.85000000000002,4,1,1,411,Potential Loyalist,0
13927.0,76,1,348.99,3,1,2,312,Potential Loyalist,0
13928.0,12,4,464.57,5,4,2,542,Loyal,0
13929.0,171,2,842.65,2,2,3,223,At Risk,0
13930.0,59,2,337.34,3,2,2,322,Potential Loyalist,0
13931.0,216,2,1237.53,1,2,4,124,At Risk,1
13932.0,296,1,307.4,1,1,2,112,At Risk,1
13933.0,111,2,608.7900000000001,2,2,3,223,At Risk,0
13934.0,265,1,922.1,1,1,3,113,At Risk,1
13936.0,181,1,376.58,2,1,2,212,At Risk,1
13937.0,171,1,158.85,2,1,1,211,At Risk,0
13938.0,244,1,71.66,1,1,1,111,At Risk,1
13939.0,25,3,568.55,4,3,3,433,Loyal,0
13940.0,19,4,839.14,5,4,3,543,Loyal,0
13941.0,23,5,5112.96,4,4,5,445,Loyal,0
13946.0,81,3,561.5699999999999,3,3,3,333,Potential Loyalist,0
13947.0,215,1,90.6,1,1,1,111,At Risk,1
13948.0,362,1,102.0,1,1,1,111,At Risk,1
13949.0,26,6,2427.32,4,5,5,455,Loyal,0
13950.0,13,4,745.06,5,4,3,543,Loyal,0
13951.0,178,3,674.45,2,3,3,233,At Risk,0
13952.0,189,2,3251.071,2,2,5,225,At Risk,1
13953.0,54,7,3515.68,3,5,5,355,Potential Loyalist,0
13954.0,72,2,439.92,3,3,2,332,Potential Loyalist,0
13955.0,126,2,322.96,2,3,2,232,At Risk,0
13956.0,56,5,1026.42,3,4,4,344,Potential Loyalist,0
13959.0,81,3,598.2,3,3,3,333,Potential Loyalist,0
13960.0,23,2,230.22,4,3,1,431,Loyal,0
13962.0,23,2,169.55,4,3,1,431,Loyal,0
13963.0,253,4,664.54,1,4,3,143,At Risk,1
13967.0,147,1,80.7,2,1,1,211,At Risk,0
13969.0,18,18,9053.94,5,5,5,555,Champions,0
13971.0,20,8,2758.26,4,5,5,455,Loyal,0
13972.0,72,2,190.25,3,3,1,331,Potential Loyalist,0
13973.0,289,1,264.7,1,1,2,112,At Risk,1
13974.0,51,1,413.59000000000003,3,1,2,312,Potential Loyalist,0
13975.0,122,6,2526.28,2,5,5,255,At Risk,0
13976.0,208,1,357.98,1,1,2,112,At Risk,1
13978.0,16,2,196.79000000000002,5,3,1,531,Loyal,0
13979.0,75,1,869.87,3,1,3,313,Potential Loyalist,0
13980.0,62,1,200.14,3,1,1,311,Potential Loyalist,0
13982.0,41,4,1871.81,4,4,4,444,Loyal,0
13983.0,1,12,2603.43,5,5,5,555,Champions,0
13984.0,28,5,920.51,4,4,3,443,Loyal,0
13985.0,1,15,7060.13,5,5,5,555,Champions,0
13986.0,19,1,320.46,5,1,2,512,Potential Loyalist,0
13988.0,21,6,4147.96,4,5,5,455,Loyal,0
13989.0,215,2,1266.08,1,3,4,134,At Risk,1
13990.0,67,1,311.3,3,1,2,312,Potential Loyalist,0
13991.0,14,6,855.97,5,5,3,553,Loyal,0
13992.0,91,1,76.8,2,1,1,211,At Risk,0
13993.0,32,9,3466.36,4,5,5,455,Loyal,0
13994.0,41,6,2313.14,4,5,5,455,Loyal,0
13995.0,17,5,1393.69,5,4,4,544,Loyal,0
13999.0,12,12,3901.81,5,5,5,555,Champions,0
14000.0,6,1,635.66,5,1,3,513,Potential Loyalist,0
14001.0,47,3,2043.0800000000002,3,3,4,334,Potential Loyalist,0
14002.0,136,2,529.73,2,3,3,233,At Risk,0
14004.0,45,7,4582.64,3,5,5,355,Potential Loyalist,0
14005.0,11,5,2874.72,5,4,5,545,Champions,0
14006.0,7,3,962.19,5,3,4,534,Loyal,0
14009.0,200,2,695.61,1,3,3,133,At Risk,1
14012.0,161,1,328.8,2,1,2,212,At Risk,0
14013.0,99,3,473.02,2,3,2,232,At Risk,0
14014.0,79,1,505.18,3,1,3,313,Potential Loyalist,0
14015.0,54,1,917.34,3,1,3,313,Potential Loyalist,0
14016.0,209,4,4341.21,1,4,5,145,At Risk,1
14019.0,48,3,1421.61,3,3,4,334,Potential Loyalist,0
14020.0,2,2,642.8,5,3,3,533,Loyal,0
14021.0,6,3,631.9,5,3,3,533,Loyal,0
14022.0,227,1,440.0,1,1,2,112,At Risk,1
14023.0,282,2,584.07,1,3,3,133,At Risk,1
14024.0,64,2,327.7,3,3,2,332,Potential Loyalist,0
14027.0,62,1,104.82,3,1,1,311,Potential Loyalist,0
14029.0,146,2,467.66,2,3,2,232,At Risk,0
14030.0,20,8,2360.09,4,5,5,455,Loyal,0
14031.0,23,19,17286.86,4,5,5,455,Loyal,0
14032.0,7,11,2975.59,5,5,5,555,Champions,0
14034.0,24,3,651.8199999999999,4,3,3,433,Loyal,0
14035.0,30,5,1428.02,4,4,4,444,Loyal,0
14036.0,286,1,626.65,1,1,3,113,At Risk,1
14037.0,178,2,147.20000000000002,2,3,1,231,At Risk,0
14038.0,80,3,1560.38,3,3,4,334,Potential Loyalist,0
14039.0,183,1,152.2,2,1,1,211,At Risk,1
14040.0,10,12,3614.92,5,5,5,555,Champions,0
14041.0,268,1,141.41,1,1,1,111,At Risk,1
14044.0,28,4,652.82,4,4,3,443,Loyal,0
14045.0,111,4,1659.75,2,4,4,244,At Risk,0
14046.0,286,1,154.99,1,1,1,111,At Risk,1
14047.0,75,5,1308.6100000000001,3,4,4,344,Potential Loyalist,0
14048.0,162,1,409.93,2,1,2,212,At Risk,0
14049.0,18,4,5681.72,5,4,5,545,Champions,0
14050.0,108,2,746.36,2,3,3,233,At Risk,0
14051.0,19,23,15610.390000000001,5,5,5,555,Champions,0
14052.0,21,1,225.36,4,1,1,411,Potential Loyalist,0
14053.0,156,2,260.25,2,3,2,232,At Risk,0
14054.0,215,1,92.46,1,1,1,111,At Risk,1
14055.0,108,1,725.6400000000001,2,1,3,213,At Risk,0
14056.0,17,23,8214.65,5,5,5,555,Champions,0
14057.0,25,17,6217.96,4,5,5,455,Loyal,0
14059.0,268,1,183.6,1,1,1,111,At Risk,1
14060.0,24,19,6140.42,4,5,5,455,Loyal,0
14062.0,11,12,10464.85,5,5,5,555,Champions,0
14064.0,6,5,1353.74,5,4,4,544,Loyal,0
14066.0,268,1,152.55,1,1,1,111,At Risk,1
14067.0,154,2,374.7,2,3,2,232,At Risk,0
14068.0,322,1,265.85,1,1,2,112,At Risk,1
14071.0,21,8,1438.82,4,5,4,454,Loyal,0
14073.0,153,1,151.04,2,1,1,211,At Risk,0
14075.0,21,3,942.26,4,3,3,433,Loyal,0
14076.0,306,1,122.47,1,1,1,111,At Risk,1
14077.0,42,5,499.41999999999996,4,4,3,443,Loyal,0
14078.0,67,6,1049.37,3,5,4,354,Potential Loyalist,0
14079.0,156,1,375.1,2,1,2,212,At Risk,0
14080.0,153,1,45.599999999999994,2,1,1,211,At Risk,0
14081.0,70,2,934.52,3,3,3,333,Potential Loyalist,0
14082.0,425,1,182.25,1,1,1,111,At Risk,1
14083.0,38,9,1018.43,4,5,4,454,Loyal,0
14085.0,11,18,4448.54,5,5,5,555,Champions,0
14087.0,152,1,194.42,2,1,1,211,At Risk,0
14088.0,12,13,50491.81,5,5,5,555,Champions,0
14089.0,58,1,161.0,3,1,1,311,Potential Loyalist,0
14090.0,326,1,76.32000000000001,1,1,1,111,At Risk,1
14092.0,25,14,4076.91,4,5,5,455,Loyal,0
14093.0,14,1,442.85,5,1,2,512,Potential Loyalist,0
14096.0,13,17,65164.79,5,5,5,555,Champions,0
14098.0,275,1,147.35,1,1,1,111,At Risk,1
14099.0,18,11,3104.17,5,5,5,555,Champions,0
14100.0,139,1,194.9,2,1,1,211,At Risk,0
14101.0,75,6,5976.79,3,5,5,355,Potential Loyalist,0
14102.0,13,5,1360.28,5,4,4,544,Loyal,0
14104.0,126,2,216.20999999999998,2,3,1,231,At Risk,0
14105.0,240,1,1266.23,1,1,4,114,At Risk,1
14107.0,53,7,2703.23,3,5,5,355,Potential Loyalist,0
14108.0,91,2,597.91,2,3,3,233,At Risk,0
14109.0,74,1,144.2,3,1,1,311,Potential Loyalist,0
14110.0,2,12,5683.15,5,5,5,555,Champions,0
14111.0,7,4,692.85,5,4,3,543,Loyal,0
14112.0,24,7,2915.15,4,5,5,455,Loyal,0
14113.0,24,4,1840.42,4,4,4,444,Loyal,0
14114.0,38,2,386.53,4,3,2,432,Loyal,0
14116.0,21,5,1382.74,4,4,4,444,Loyal,0
14117.0,145,1,90.0,2,1,1,211,At Risk,0
14121.0,12,4,2780.15,5,4,5,545,Champions,0
14124.0,86,1,419.58000000000004,3,1,2,312,Potential Loyalist,0
14125.0,12,3,2740.43,5,3,5,535,Loyal,0
14126.0,12,3,706.1300000000001,5,3,3,533,Loyal,0
14127.0,94,3,709.71,2,3,3,233,At Risk,0
14128.0,62,2,637.5,3,3,3,333,Potential Loyalist,0
14129.0,19,5,1123.8600000000001,5,4,4,544,Loyal,0
14130.0,321,1,483.86,1,1,2,112,At Risk,1
14132.0,4,11,3586.0299999999997,5,5,5,555,Champions,0
14133.0,306,3,605.64,1,3,3,133,At Risk,1
14135.0,40,15,4690.31,4,5,5,455,Loyal,0
14138.0,121,2,982.3800000000001,2,3,4,234,At Risk,0
14139.0,48,1,415.82,3,1,2,312,Potential Loyalist,0
14140.0,122,2,935.05,2,3,3,233,At Risk,0
14141.0,31,4,915.13,4,4,3,443,Loyal,0
14142.0,698,1,311.81,1,1,2,112,At Risk,1
14143.0,135,1,115.8,2,1,1,211,At Risk,0
14145.0,48,4,3742.2,3,4,5,345,Potential Loyalist,0
14146.0,83,5,4191.0,3,4,5,345,Potential Loyalist,0
14147.0,79,2,483.4,3,3,2,332,Potential Loyalist,0
14148.0,235,1,157.2,1,1,1,111,At Risk,1
14149.0,281,1,446.62,1,1,2,112,At Risk,1
14150.0,244,2,658.64,1,3,3,133,At Risk,1
14152.0,77,2,621.29,3,3,3,333,Potential Loyalist,0
14154.0,241,2,1345.62,1,3,4,134,At Risk,1
14155.0,268,1,118.75,1,1,1,111,At Risk,1
14156.0,1,55,117379.63,5,5,5,555,Champions,0
14157.0,21,2,432.88,4,3,2,432,Loyal,0
14158.0,42,1,507.66,4,1,3,413,Potential Loyalist,0
14159.0,21,11,4693.01,4,5,5,455,Loyal,0
14161.0,128,3,1110.52,2,3,4,234,At Risk,0
14162.0,175,2,289.36,2,3,2,232,At Risk,0
14163.0,65,4,2445.91,3,4,5,345,Potential Loyalist,0
14164.0,72,2,1631.77,3,3,4,334,Potential Loyalist,0
14165.0,99,1,122.53999999999999,2,1,1,211,At Risk,0
14167.0,10,4,574.84,5,4,3,543,Loyal,0
14171.0,305,1,363.79,1,1,2,112,At Risk,1
14173.0,12,4,450.84,5,4,2,542,Loyal,0
14174.0,183,1,134.46,2,1,1,211,At Risk,1
14175.0,31,3,3222.3,4,3,5,435,Loyal,0
14176.0,299,4,576.9000000000001,1,4,3,143,At Risk,1
14177.0,88,4,559.41,3,4,3,343,Potential Loyalist,0
14178.0,30,7,1620.93,4,5,4,454,Loyal,0
14179.0,42,2,719.78,4,3,3,433,Loyal,0
14180.0,12,25,4748.52,5,5,5,555,Champions,0
14184.0,245,1,452.89,1,1,2,112,At Risk,1
14185.0,10,1,197.65,5,1,1,511,Potential Loyalist,0
14188.0,73,6,2054.36,3,5,4,354,Potential Loyalist,0
14189.0,18,15,4654.08,5,5,5,555,Champions,0
14191.0,11,13,4684.76,5,5,5,555,Champions,0
14193.0,271,2,853.39,1,3,3,133,At Risk,1
14194.0,20,21,11349.52,4,5,5,455,Loyal,0
14195.0,203,2,1012.0,1,3,4,134,At Risk,1
14196.0,108,1,335.52,2,1,2,212,At Risk,0
14198.0,20,4,701.4,4,4,3,443,Loyal,0
14199.0,220,1,185.39999999999998,1,1,1,111,At Risk,1
14201.0,62,7,747.44,3,5,3,353,Potential Loyalist,0
14204.0,152,1,161.03,2,1,1,211,At Risk,0
14205.0,18,2,466.7,5,3,2,532,Loyal,0
14206.0,241,1,328.15999999999997,1,1,2,112,At Risk,1
14208.0,185,1,151.74,2,1,1,211,At Risk,1
14209.0,12,6,2073.43,5,5,5,555,Champions,0
14210.0,107,6,1905.8400000000001,2,5,4,254,At Risk,0
14211.0,55,9,2241.1,3,5,5,355,Potential Loyalist,0
14212.0,32,1,1070.48,4,1,4,414,Potential Loyalist,0
14214.0,52,5,1004.38,3,4,4,344,Potential Loyalist,0
14215.0,13,6,1789.72,5,5,4,554,Champions,0
14216.0,18,4,1839.3,5,4,4,544,Loyal,0
14217.0,13,17,2004.98,5,5,4,554,Champions,0
14218.0,44,1,169.48000000000002,4,1,1,411,Potential Loyalist,0
14219.0,213,1,89.94,1,1,1,111,At Risk,1
14220.0,190,2,632.4,1,3,3,133,At Risk,1
14221.0,44,9,3432.8,4,5,5,455,Loyal,0
14222.0,179,1,683.17,2,1,3,213,At Risk,0
14223.0,124,3,991.13,2,3,4,234,At Risk,0
14224.0,112,4,1050.12,2,4,4,244,At Risk,0
14226.0,30,5,2232.19,4,4,5,445,Loyal,0
14227.0,28,10,3350.96,4,5,5,455,Loyal,0
14229.0,53,3,1547.2,3,3,4,334,Potential Loyalist,0
14231.0,96,3,925.71,2,3,3,233,At Risk,0
14232.0,44,5,2048.07,4,4,4,444,Loyal,0
14233.0,6,4,1462.72,5,4,4,544,Loyal,0
14234.0,23,4,775.46,4,4,3,443,Loyal,0
14235.0,77,5,3144.86,3,4,5,345,Potential Loyalist,0
14236.0,82,2,490.86,3,3,3,333,Potential Loyalist,0
14237.0,698,1,161.0,1,1,1,111,At Risk,1
14238.0,328,1,146.85,1,1,1,111,At Risk,1
14239.0,45,11,2380.85,3,5,5,355,Potential Loyalist,0
14240.0,91,2,890.34,2,3,3,233,At Risk,0
14241.0,96,1,213.70000000000002,2,1,1,211,At Risk,0
14242.0,236,2,280.55,1,3,2,132,At Risk,1
14243.0,129,10,2588.77,2,5,5,255,At Risk,0
14245.0,250,2,1693.45,1,3,4,134,At Risk,1
14246.0,112,3,1474.06,2,3,4,234,At Risk,0
14247.0,191,1,136.76999999999998,1,1,1,111,At Risk,1
14248.0,320,1,302.58,1,1,2,112,At Risk,1
14250.0,32,3,1904.05,4,3,4,434,Loyal,0
14251.0,12,5,2879.7000000000003,5,4,5,545,Champions,0
14256.0,262,2,969.0600000000001,1,3,4,134,At Risk,1
14257.0,125,5,3099.7200000000003,2,4,5,245,At Risk,0
14258.0,11,9,12669.98,5,5,5,555,Champions,0
14259.0,143,1,120.0,2,1,1,211,At Risk,0
14261.0,52,2,1163.45,3,3,4,334,Potential Loyalist,0
14262.0,19,8,2618.23,5,5,5,555,Champions,0
14264.0,126,2,333.97,2,3,2,232,At Risk,0
14265.0,111,2,530.18,2,3,3,233,At Risk,0
14267.0,164,3,1516.24,2,3,4,234,At Risk,0
14270.0,10,1,492.65000000000003,5,1,3,513,Potential Loyalist,0
14271.0,227,1,112.32,1,1,1,111,At Risk,1
14272.0,75,2,437.96,3,3,2,332,Potential Loyalist,0
14273.0,37,4,559.97,4,4,3,443,Loyal,0
14276.0,5,3,1119.74,5,3,4,534,Loyal,0
14277.0,17,3,4216.2,5,3,5,535,Loyal,0
14280.0,198,1,134.04,1,1,1,111,At Risk,1
14282.0,21,15,3729.34,4,5,5,455,Loyal,0
14284.0,88,2,595.25,3,3,3,333,Potential Loyalist,0
14285.0,23,4,1910.01,4,4,4,444,Loyal,0
14286.0,25,3,4628.75,4,3,5,435,Loyal,0
14287.0,200,3,176.63,1,3,1,131,At Risk,1
14288.0,67,1,426.6,3,1,2,312,Potential Loyalist,0
14289.0,7,6,911.26,5,5,3,553,Loyal,0
14290.0,13,5,2314.65,5,4,5,545,Champions,0
14291.0,33,11,3883.25,4,5,5,455,Loyal,0
14292.0,2,9,4871.93,5,5,5,555,Champions,0
14293.0,149,4,1046.56,2,4,4,244,At Risk,0
14295.0,42,1,166.20000000000002,4,1,1,411,Potential Loyalist,0
14297.0,19,4,1305.33,5,4,4,544,Loyal,0
14298.0,54,44,51527.3,3,5,5,355,Potential Loyalist,0
14299.0,1,9,3965.62,5,5,5,555,Champions,0
14300.0,20,1,43.2,4,1,1,411,Potential Loyalist,0
14301.0,119,1,640.14,2,1,3,213,At Risk,0
14304.0,340,1,383.45,1,1,2,112,At Risk,1
14305.0,73,3,1858.96,3,3,4,334,Potential Loyalist,0
14306.0,53,2,2093.32,3,3,5,335,Potential Loyalist,0
14307.0,2,6,2995.72,5,5,5,555,Champions,0
14309.0,30,9,2352.53,4,5,5,455,Loyal,0
14311.0,37,1,310.26,4,1,2,412,Potential Loyalist,0
14312.0,38,6,1611.59,4,5,4,454,Loyal,0
14314.0,108,1,120.0,2,1,1,211,At Risk,0
14315.0,46,6,2481.13,3,5,5,355,Potential Loyalist,0
14317.0,184,1,508.58000000000004,2,1,3,213,At Risk,1
14320.0,40,2,477.79,4,3,2,432,Loyal,0
14321.0,12,5,1530.75,5,4,4,544,Loyal,0
14323.0,116,2,605.0600000000001,2,3,3,233,At Risk,0
14326.0,37,1,183.85,4,1,1,411,Potential Loyalist,0
14327.0,165,1,311.65,2,1,2,212,At Risk,0
14329.0,19,7,5014.84,5,5,5,555,Champions,0
14331.0,137,2,462.65999999999997,2,3,2,232,At Risk,0
14332.0,24,3,866.31,4,3,3,433,Loyal,0
14333.0,276,1,415.2,1,1,2,112,At Risk,1
14334.0,18,8,2552.21,5,5,5,555,Champions,0
14335.0,18,2,468.26,5,3,2,532,Loyal,0
14336.0,18,4,1614.91,5,4,4,544,Loyal,0
14338.0,198,2,588.22,1,3,3,133,At Risk,1
14339.0,37,1,309.52,4,1,2,412,Potential Loyalist,0
14340.0,220,1,134.7,1,1,1,111,At Risk,1
14341.0,47,8,2182.28,3,5,5,355,Potential Loyalist,0
14342.0,23,4,668.5600000000001,4,4,3,443,Loyal,0
14344.0,99,8,889.9300000000001,2,5,3,253,At Risk,0
14345.0,334,1,108.97999999999999,1,1,1,111,At Risk,1
14346.0,33,2,1021.58,4,3,4,434,Loyal,0
14348.0,262,1,409.57,1,1,2,112,At Risk,1
14349.0,12,1,133.5,5,1,1,511,Potential Loyalist,0
14350.0,69,1,282.93,3,1,2,312,Potential Loyalist,0
14351.0,166,1,51.0,2,1,1,211,At Risk,0
14352.0,38,4,1078.96,4,4,4,444,Loyal,0
14353.0,128,1,90.6,2,1,1,211,At Risk,0
14354.0,91,2,163.62,2,3,1,231,At Risk,0
14355.0,455,1,174.4,1,1,1,111,At Risk,1
14356.0,81,2,701.23,3,3,3,333,Potential Loyalist,0
14357.0,45,1,225.77,3,1,1,311,Potential Loyalist,0
14359.0,21,3,912.18,4,3,3,433,Loyal,0
14360.0,122,4,2128.23,2,4,5,245,At Risk,0
14362.0,24,1,161.2,4,1,1,411,Potential Loyalist,0
14364.0,6,8,3717.35,5,5,5,555,Champions,0
14367.0,23,16,9261.52,4,5,5,455,Loyal,0
14368.0,321,1,155.0,1,1,1,111,At Risk,1
14371.0,297,1,100.5,1,1,1,111,At Risk,1
14373.0,360,1,76.55,1,1,1,111,At Risk,1
14375.0,158,1,257.68,2,1,2,212,At Risk,0
14377.0,264,2,617.05,1,3,3,133,At Risk,1
14379.0,46,2,348.1,3,3,2,332,Potential Loyalist,0
14381.0,54,1,202.68,3,1,1,311,Potential Loyalist,0
14382.0,28,1,626.0699999999999,4,1,3,413,Potential Loyalist,0
14383.0,165,3,1247.69,2,3,4,234,At Risk,0
14385.0,11,3,202.11,5,3,1,531,Loyal,0
